Cancer site,Sex,Age,Years,RegionID,Region,5-year RSR (%),SE,Lower 95%CI,Upper 95%CI
Stomach,Females,40 to 49,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,40 to 49,2014-18,35.0,Ontario,57,5.9,44.5,67.6
Stomach,Both sexes,50 to 59,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,50 to 59,2014-18,3502.0,South West,31.2,7.7,17.2,46.3
Stomach,Both sexes,50 to 59,2014-18,3503.0,Waterloo Wellington,63.9,9.6,42.2,79.3
Stomach,Both sexes,50 to 59,2014-18,3504.0,Hamilton Niagara Haldimand Brant,40.9,7.2,26.7,54.5
Stomach,Both sexes,50 to 59,2014-18,3505.0,Central West,33.5,7.7,19.1,48.5
Stomach,Both sexes,50 to 59,2014-18,3506.0,Mississauga Halton,42.6,6.6,29.5,55
Stomach,Both sexes,50 to 59,2014-18,3507.0,Toronto Central,49.8,8,33.4,64.2
Stomach,Both sexes,50 to 59,2014-18,3508.0,Central,53,5.4,41.8,62.9
Stomach,Both sexes,50 to 59,2014-18,3509.0,Central East,40.9,6.1,29.1,52.4
Stomach,Both sexes,50 to 59,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,50 to 59,2014-18,3511.0,Champlain,33.6,8.9,17.2,50.8
Stomach,Both sexes,50 to 59,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,50 to 59,2014-18,3513.0,North East,35.9,9.8,17.7,54.4
Stomach,Both sexes,50 to 59,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,50 to 59,2014-18,35.0,Ontario,42.4,2.2,38.2,46.6
Stomach,Males,50 to 59,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Males,50 to 59,2014-18,3502.0,South West,34.7,9.4,17.5,52.6
Stomach,Males,50 to 59,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Males,50 to 59,2014-18,3504.0,Hamilton Niagara Haldimand Brant,38.1,9.2,20.7,55.4
Stomach,Males,50 to 59,2014-18,3505.0,Central West,24.6,8.4,10.4,42
Stomach,Males,50 to 59,2014-18,3506.0,Mississauga Halton,37.8,8.3,21.9,53.6
Stomach,Males,50 to 59,2014-18,3507.0,Toronto Central,44.3,9.3,26,61.2
Stomach,Males,50 to 59,2014-18,3508.0,Central,56,7.4,40.5,68.9
Stomach,Males,50 to 59,2014-18,3509.0,Central East,38.5,8,23.1,53.7
Stomach,Males,50 to 59,2014-18,3510.0,South East,0,0,suppressed,suppressed
Stomach,Males,50 to 59,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Males,50 to 59,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Males,50 to 59,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,50 to 59,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,50 to 59,2014-18,35.0,Ontario,40.3,2.7,34.9,45.5
Stomach,Females,50 to 59,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Females,50 to 59,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,50 to 59,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Females,50 to 59,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Stomach,Females,50 to 59,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,50 to 59,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Stomach,Females,50 to 59,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Stomach,Females,50 to 59,2014-18,3508.0,Central,50.6,7.8,34.6,64.7
Stomach,Females,50 to 59,2014-18,3509.0,Central East,44.5,9.2,26.4,61.2
Stomach,Females,50 to 59,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,50 to 59,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Females,50 to 59,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Females,50 to 59,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,50 to 59,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,50 to 59,2014-18,35.0,Ontario,45.7,3.5,38.7,52.5
Stomach,Both sexes,60 to 69,2014-18,3501.0,Erie St Clair,18.7,5.5,9.4,30.5
Stomach,Both sexes,60 to 69,2014-18,3502.0,South West,41.1,7.3,26.7,54.8
Stomach,Both sexes,60 to 69,2014-18,3503.0,Waterloo Wellington,36.1,7.3,22.3,50.1
Stomach,Both sexes,60 to 69,2014-18,3504.0,Hamilton Niagara Haldimand Brant,22,4.2,14.4,30.6
Stomach,Both sexes,60 to 69,2014-18,3505.0,Central West,38.4,7.2,24.5,52.2
Stomach,Both sexes,60 to 69,2014-18,3506.0,Mississauga Halton,42.4,5.8,30.9,53.5
Stomach,Both sexes,60 to 69,2014-18,3507.0,Toronto Central,25.4,5.1,16.2,35.7
Stomach,Both sexes,60 to 69,2014-18,3508.0,Central,51.4,4.6,42,60.1
Stomach,Both sexes,60 to 69,2014-18,3509.0,Central East,27.4,4.2,19.6,35.8
Stomach,Both sexes,60 to 69,2014-18,3510.0,South East,14.5,5.7,5.6,27.4
Stomach,Both sexes,60 to 69,2014-18,3511.0,Champlain,30.1,5.6,19.8,41.2
Stomach,Both sexes,60 to 69,2014-18,3512.0,North Simcoe Muskoka,24.9,7.1,12.4,39.6
Stomach,Both sexes,60 to 69,2014-18,3513.0,North East,36.2,7.5,21.9,50.7
Stomach,Both sexes,60 to 69,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,60 to 69,2014-18,35.0,Ontario,33,1.6,29.9,36.1
Stomach,Males,60 to 69,2014-18,3501.0,Erie St Clair,24.8,7.5,11.8,40.3
Stomach,Males,60 to 69,2014-18,3502.0,South West,33.3,8,18.5,48.7
Stomach,Males,60 to 69,2014-18,3503.0,Waterloo Wellington,33.8,9.1,17.1,51.4
Stomach,Males,60 to 69,2014-18,3504.0,Hamilton Niagara Haldimand Brant,17.4,4.2,10.1,26.4
Stomach,Males,60 to 69,2014-18,3505.0,Central West,32.7,8.4,17.2,49.1
Stomach,Males,60 to 69,2014-18,3506.0,Mississauga Halton,42.4,7.2,28.3,55.9
Stomach,Males,60 to 69,2014-18,3507.0,Toronto Central,28.3,6.6,16.4,41.6
Stomach,Males,60 to 69,2014-18,3508.0,Central,58.7,5.6,46.8,68.8
Stomach,Males,60 to 69,2014-18,3509.0,Central East,28.6,5.2,18.8,39.1
Stomach,Males,60 to 69,2014-18,3510.0,South East,17.8,7.3,6.4,33.8
Stomach,Males,60 to 69,2014-18,3511.0,Champlain,23.1,6.2,12.2,36
Stomach,Males,60 to 69,2014-18,3512.0,North Simcoe Muskoka,19.4,7.3,7.6,35.2
Stomach,Males,60 to 69,2014-18,3513.0,North East,29.8,8.2,15.1,46
Stomach,Males,60 to 69,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,60 to 69,2014-18,35.0,Ontario,31.5,1.9,27.8,35.3
Stomach,Females,60 to 69,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Females,60 to 69,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,60 to 69,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Females,60 to 69,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Stomach,Females,60 to 69,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,60 to 69,2014-18,3506.0,Mississauga Halton,42.9,9.9,23.6,60.9
Stomach,Females,60 to 69,2014-18,3507.0,Toronto Central,18.2,7.6,6.4,34.9
Stomach,Females,60 to 69,2014-18,3508.0,Central,40.9,7.3,26.7,54.6
Stomach,Females,60 to 69,2014-18,3509.0,Central East,25.6,6.7,13.7,39.2
Stomach,Females,60 to 69,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,60 to 69,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Females,60 to 69,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Females,60 to 69,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,60 to 69,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,60 to 69,2014-18,35.0,Ontario,36,2.9,30.4,41.6
Stomach,Both sexes,70 to 79,2014-18,3501.0,Erie St Clair,34.8,7.3,21,48.9
Stomach,Both sexes,70 to 79,2014-18,3502.0,South West,23.1,5.6,13.2,34.6
Stomach,Both sexes,70 to 79,2014-18,3503.0,Waterloo Wellington,39.6,7,26.1,52.8
Stomach,Both sexes,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,30.2,4.7,21.3,39.6
Stomach,Both sexes,70 to 79,2014-18,3505.0,Central West,41.4,7.2,27.4,54.9
Stomach,Both sexes,70 to 79,2014-18,3506.0,Mississauga Halton,39.4,5.9,27.9,50.6
Stomach,Both sexes,70 to 79,2014-18,3507.0,Toronto Central,43.2,6.3,30.7,55.2
Stomach,Both sexes,70 to 79,2014-18,3508.0,Central,42.8,4.6,33.6,51.6
Stomach,Both sexes,70 to 79,2014-18,3509.0,Central East,32.5,4.9,23.2,42.1
Stomach,Both sexes,70 to 79,2014-18,3510.0,South East,42.5,9.9,23.2,60.6
Stomach,Both sexes,70 to 79,2014-18,3511.0,Champlain,32.4,6.6,20.1,45.3
Stomach,Both sexes,70 to 79,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,70 to 79,2014-18,3513.0,North East,26.6,6.8,14.5,40.4
Stomach,Both sexes,70 to 79,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,70 to 79,2014-18,35.0,Ontario,37.1,1.7,33.7,40.5
Stomach,Males,70 to 79,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Males,70 to 79,2014-18,3502.0,South West,18,6,8.1,30.9
Stomach,Males,70 to 79,2014-18,3503.0,Waterloo Wellington,31.6,7.6,17.6,46.6
Stomach,Males,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,26.3,5.2,16.9,36.8
Stomach,Males,70 to 79,2014-18,3505.0,Central West,39.7,10,20.8,58.2
Stomach,Males,70 to 79,2014-18,3506.0,Mississauga Halton,36.7,7.9,21.8,51.7
Stomach,Males,70 to 79,2014-18,3507.0,Toronto Central,38,8,22.7,53.1
Stomach,Males,70 to 79,2014-18,3508.0,Central,41.1,6,29.2,52.5
Stomach,Males,70 to 79,2014-18,3509.0,Central East,28,5.8,17.3,39.6
Stomach,Males,70 to 79,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,70 to 79,2014-18,3511.0,Champlain,29.6,8.3,14.8,46
Stomach,Males,70 to 79,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Males,70 to 79,2014-18,3513.0,North East,27.2,8.4,12.6,44.1
Stomach,Males,70 to 79,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,70 to 79,2014-18,35.0,Ontario,34.7,2.2,30.5,39
Stomach,Females,70 to 79,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Females,70 to 79,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,70 to 79,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Females,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,38.7,9.9,20.1,57.1
Stomach,Females,70 to 79,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,70 to 79,2014-18,3506.0,Mississauga Halton,41.4,8.7,24.6,57.6
Stomach,Females,70 to 79,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Stomach,Females,70 to 79,2014-18,3508.0,Central,42.3,7.1,28.4,55.6
Stomach,Females,70 to 79,2014-18,3509.0,Central East,40.5,8.3,24.3,56.1
Stomach,Females,70 to 79,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,70 to 79,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Stomach,Females,70 to 79,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Females,70 to 79,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,70 to 79,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,70 to 79,2014-18,35.0,Ontario,41.3,2.9,35.5,47
Stomach,Both sexes,80 plus,2014-18,3501.0,Erie St Clair,14.6,6.1,5.3,28.3
Stomach,Both sexes,80 plus,2014-18,3502.0,South West,15.2,5.4,6.6,27.1
Stomach,Both sexes,80 plus,2014-18,3503.0,Waterloo Wellington,15.1,6.4,5.3,29.7
Stomach,Both sexes,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,21.7,4.8,13.2,31.6
Stomach,Both sexes,80 plus,2014-18,3505.0,Central West,24.9,9.9,8.7,45.3
Stomach,Both sexes,80 plus,2014-18,3506.0,Mississauga Halton,28.7,7.7,15,44
Stomach,Both sexes,80 plus,2014-18,3507.0,Toronto Central,19.9,5.8,10,32.3
Stomach,Both sexes,80 plus,2014-18,3508.0,Central,37.6,5.5,27,48.2
Stomach,Both sexes,80 plus,2014-18,3509.0,Central East,18.6,4,11.5,27.1
Stomach,Both sexes,80 plus,2014-18,3510.0,South East,16.2,7.4,5.1,32.9
Stomach,Both sexes,80 plus,2014-18,3511.0,Champlain,22.4,6.3,11.5,35.6
Stomach,Both sexes,80 plus,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Both sexes,80 plus,2014-18,3513.0,North East,17.7,7.3,6.3,33.8
Stomach,Both sexes,80 plus,2014-18,3514.0,North West,10.8,8.2,1.3,31.9
Stomach,Both sexes,80 plus,2014-18,35.0,Ontario,24.6,1.8,21.1,28.3
Stomach,Males,80 plus,2014-18,3501.0,Erie St Clair,12.4,7,2.9,29.4
Stomach,Males,80 plus,2014-18,3502.0,South West,14.5,6.5,4.8,29.4
Stomach,Males,80 plus,2014-18,3503.0,Waterloo Wellington,7.9,6.1,1,24.6
Stomach,Males,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,19.7,6.3,9.2,33.1
Stomach,Males,80 plus,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,80 plus,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Stomach,Males,80 plus,2014-18,3507.0,Toronto Central,22.7,7.9,9.5,39.3
Stomach,Males,80 plus,2014-18,3508.0,Central,38.4,7.5,24,52.6
Stomach,Males,80 plus,2014-18,3509.0,Central East,20.6,5.4,11.3,31.9
Stomach,Males,80 plus,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,80 plus,2014-18,3511.0,Champlain,11.9,9.9,1.1,37.1
Stomach,Males,80 plus,2014-18,3512.0,North Simcoe Muskoka,17.1,9.8,3.6,39.3
Stomach,Males,80 plus,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Stomach,Males,80 plus,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Males,80 plus,2014-18,35.0,Ontario,23.7,2.4,19.2,28.6
Stomach,Females,80 plus,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Stomach,Females,80 plus,2014-18,3502.0,South West,4.8,5.7,0.1,24.4
Stomach,Females,80 plus,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Stomach,Females,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,22.8,6.9,11,37.2
Stomach,Females,80 plus,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,80 plus,2014-18,3506.0,Mississauga Halton,30,8.5,14.8,46.9
Stomach,Females,80 plus,2014-18,3507.0,Toronto Central,14.4,8.2,3.2,33.7
Stomach,Females,80 plus,2014-18,3508.0,Central,36.3,8,21.2,51.6
Stomach,Females,80 plus,2014-18,3509.0,Central East,14,5.7,5.3,26.9
Stomach,Females,80 plus,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Stomach,Females,80 plus,2014-18,3511.0,Champlain,19.6,8.3,6.6,37.6
Stomach,Females,80 plus,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Stomach,Females,80 plus,2014-18,3513.0,North East,12.5,8.7,1.8,34
Stomach,Females,80 plus,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Stomach,Females,80 plus,2014-18,35.0,Ontario,24.4,2.7,19.3,29.8
Testis,Males,all ages (15 to 99),2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Testis,Males,all ages (15 to 99),2014-18,35.0,Ontario,92.5,2,87.5,95.5
Testis,Males,15 to 29,2014-18,3501.0,Erie St Clair,100,0,suppressed,suppressed
Testis,Males,15 to 29,2014-18,3502.0,South West,97.2,2.9,79.5,99.6
Testis,Males,15 to 29,2014-18,3503.0,Waterloo Wellington,100,0,suppressed,suppressed
Testis,Males,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,96.6,3.4,77.6,99.5
Testis,Males,15 to 29,2014-18,3505.0,Central West,100,0,suppressed,suppressed
Testis,Males,15 to 29,2014-18,3506.0,Mississauga Halton,90.6,5.4,72.3,97.1
Testis,Males,15 to 29,2014-18,3507.0,Toronto Central,97.5,2.7,81.1,99.7
Testis,Males,15 to 29,2014-18,3508.0,Central,98.2,2,85.2,99.8
Testis,Males,15 to 29,2014-18,3509.0,Central East,100,0,suppressed,suppressed
Testis,Males,15 to 29,2014-18,3510.0,South East,100,0,suppressed,suppressed
Testis,Males,15 to 29,2014-18,3511.0,Champlain,97.9,2.3,82.6,99.8
Testis,Males,15 to 29,2014-18,3512.0,North Simcoe Muskoka,100,0,suppressed,suppressed
Testis,Males,15 to 29,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Testis,Males,15 to 29,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Testis,Males,15 to 29,2014-18,35.0,Ontario,97.6,0.9,95.1,98.8
Testis,Males,30 to 39,2014-18,3501.0,Erie St Clair,100,0,suppressed,suppressed
Testis,Males,30 to 39,2014-18,3502.0,South West,100,0,suppressed,suppressed
Testis,Males,30 to 39,2014-18,3503.0,Waterloo Wellington,100,0,suppressed,suppressed
Testis,Males,30 to 39,2014-18,3504.0,Hamilton Niagara Haldimand Brant,92.1,5,74.2,97.7
Testis,Males,30 to 39,2014-18,3505.0,Central West,100,0,suppressed,suppressed
Testis,Males,30 to 39,2014-18,3506.0,Mississauga Halton,95.8,4.3,72.2,99.4
Testis,Males,30 to 39,2014-18,3507.0,Toronto Central,100,0,suppressed,suppressed
Testis,Males,30 to 39,2014-18,3508.0,Central,100,0,suppressed,suppressed
Testis,Males,30 to 39,2014-18,3509.0,Central East,95.3,3.4,81.5,98.9
Testis,Males,30 to 39,2014-18,3510.0,South East,94.6,5.6,64.3,99.3
Testis,Males,30 to 39,2014-18,3511.0,Champlain,95.7,4.3,71.9,99.4
Testis,Males,30 to 39,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Testis,Males,30 to 39,2014-18,3513.0,North East,93.6,6.2,62.2,99.1
Testis,Males,30 to 39,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Testis,Males,30 to 39,2014-18,35.0,Ontario,97.6,0.9,94.9,98.9
