"REF_DATE","GEO","DGUID","Sex","Primary types of cancer ","Trends","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299916895","2.3.30.2.1","-2.9","","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Second trend","Start year of period","Number","223","units","0","v1299916896","2.3.30.2.2","2003","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Second trend","End year of period","Number","223","units","0","v1299916897","2.3.30.2.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299916900","2.3.30.3.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Third trend","Start year of period","Number","223","units","0","v1299916901","2.3.30.3.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Third trend","End year of period","Number","223","units","0","v1299916902","2.3.30.3.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916905","2.3.30.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Fourth trend","Start year of period","Number","223","units","0","v1299916906","2.3.30.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Fourth trend","End year of period","Number","223","units","0","v1299916907","2.3.30.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916910","2.3.30.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Fifth trend","Start year of period","Number","223","units","0","v1299916911","2.3.30.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Fifth trend","End year of period","Number","223","units","0","v1299916912","2.3.30.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299916915","2.3.30.6.1","-2.9","","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Latest trend","Start year of period","Number","223","units","0","v1299916916","2.3.30.6.2","2003","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Latest trend","End year of period","Number","223","units","0","v1299916917","2.3.30.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299916920","2.3.30.7.1","-0.9","","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Overall trend since 1984","Start year of period","Number","223","units","0","v1299916921","2.3.30.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Overall trend since 1984","End year of period","Number","223","units","0","v1299916922","2.3.30.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299916925","2.3.30.8.1","-2.9","","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299916926","2.3.30.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic lymphocytic leukemia","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299916927","2.3.30.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299916930","2.3.31.1.1","0.5","","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","First trend","Start year of period","Number","223","units","0","v1299916931","2.3.31.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","First trend","End year of period","Number","223","units","0","v1299916932","2.3.31.1.3","2005","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299916935","2.3.31.2.1","4.2","","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Second trend","Start year of period","Number","223","units","0","v1299916936","2.3.31.2.2","2005","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Second trend","End year of period","Number","223","units","0","v1299916937","2.3.31.2.3","2010","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299916940","2.3.31.3.1","-0.4","","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Third trend","Start year of period","Number","223","units","0","v1299916941","2.3.31.3.2","2010","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Third trend","End year of period","Number","223","units","0","v1299916942","2.3.31.3.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916945","2.3.31.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Fourth trend","Start year of period","Number","223","units","0","v1299916946","2.3.31.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Fourth trend","End year of period","Number","223","units","0","v1299916947","2.3.31.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916950","2.3.31.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Fifth trend","Start year of period","Number","223","units","0","v1299916951","2.3.31.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Fifth trend","End year of period","Number","223","units","0","v1299916952","2.3.31.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299916955","2.3.31.6.1","-0.4","","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Latest trend","Start year of period","Number","223","units","0","v1299916956","2.3.31.6.2","2010","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Latest trend","End year of period","Number","223","units","0","v1299916957","2.3.31.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299916960","2.3.31.7.1","0.7","","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Overall trend since 1984","Start year of period","Number","223","units","0","v1299916961","2.3.31.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Overall trend since 1984","End year of period","Number","223","units","0","v1299916962","2.3.31.7.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299916965","2.3.31.8.1","-0.7","","","","1"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299916966","2.3.31.8.2","2011","","","","0"
"2021","Canada (excluding Quebec)","","Females","Acute myeloid leukemia","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299916967","2.3.31.8.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299916970","2.3.32.1.1","-1.8","","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","First trend","Start year of period","Number","223","units","0","v1299916971","2.3.32.1.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","First trend","End year of period","Number","223","units","0","v1299916972","2.3.32.1.3","1997","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299916975","2.3.32.2.1","-8.6","","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Second trend","Start year of period","Number","223","units","0","v1299916976","2.3.32.2.2","1997","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Second trend","End year of period","Number","223","units","0","v1299916977","2.3.32.2.3","2008","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299916980","2.3.32.3.1","4.0","","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Third trend","Start year of period","Number","223","units","0","v1299916981","2.3.32.3.2","2008","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Third trend","End year of period","Number","223","units","0","v1299916982","2.3.32.3.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916985","2.3.32.4.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Fourth trend","Start year of period","Number","223","units","0","v1299916986","2.3.32.4.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Fourth trend","End year of period","Number","223","units","0","v1299916987","2.3.32.4.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299916990","2.3.32.5.1","","..","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Fifth trend","Start year of period","Number","223","units","0","v1299916991","2.3.32.5.2","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Fifth trend","End year of period","Number","223","units","0","v1299916992","2.3.32.5.3","","..","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299916995","2.3.32.6.1","4.0","","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Latest trend","Start year of period","Number","223","units","0","v1299916996","2.3.32.6.2","2008","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Latest trend","End year of period","Number","223","units","0","v1299916997","2.3.32.6.3","2020","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299917000","2.3.32.7.1","-2.1","","","","1"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Overall trend since 1984","Start year of period","Number","223","units","0","v1299917001","2.3.32.7.2","1984","","","","0"
"2021","Canada (excluding Quebec)","","Females","Chronic myeloid leukemia","Overall trend since 1984","End year of period","Number","223","units","0","v1299917002","2.3.32.7.3","2020","","","","0"
